기사 작성일,댓글 작성일,댓글 내용,좋아요,싫어요
20170101,20170101,반어법이여머여 자동사아녀ᆢ스스로끽해보덩가,3557,56
20170101,20170101,그래... 제발 그려렴... 마지막인데 부탁하나 하자... 혼자가진 마라...,304,6
20170101,20170101,경환이  혼자 죽으면 안되지  청원이 정현이 상현이  진태   등등  같이 죽어야 답이지.,633,7
20170101,20170101,노예가 노예를 낳지 않으니 주인들이 걱정하기 시작했다 대대손손 그 지위를 유지해야 하니....,330,5
20170101,20170101,생산가능인구가 줄어든다고? 노예가 줄어들어서 걱정이라는거여?,1039,25
20170101,20170101,인구가 줄어드는 것이 왜 우리같은 사람들에게 심각한 일인지 설명이 전혀 안되는 기사네요.,571,7
20170101,20170101,200조금 넘는 월급으로 1월에 아가 태어나는데  정말 빠듯하다,314,3
20170101,20170101,저출산 대책 100조원은 대체 어디로 갔을까... 차라리 신혼부부에게 저금리로 대출만 해줘도 출산율이 오르려만..,459,10
20170101,20170101,출산은 행복이다 가정의 행복이 아니라 기득권층의 행복 노동력이 늘어나니깐,1253,31
20170101,20170101,한명씩 출산할 때마다 집 한채씩 주면 조금씩해결됨,523,14
20170101,20170101,4대강처박을 돈으로 진즉했어야했은데...늦었어,1840,26
20170101,20170101,"기자양반ㆍ ㆍ사실대로 말해야 되지 않것소?  1. 미친 집값 2. 더 미친 전세값  3. 고 물가 대비 택도 없는 월급 4. 택도 없이 받는 월급도 않주는 기업들  5. 택도 없는 월급 받고 다니려 해도 않생기는 일자리들 ‥  6 .  결국은 계약직 인생으로 전세,월세 주인만 배부르게 해주는 종살이 인생",623,7
20170101,20170101,나라가 어지러워 혼자 먹고 살기도 벅찬 현실이기에 인구절벽은 자연스러운 현상,1103,15
20170101,20170101,이런나라에서누가애를낳겠나 하나도이리힘드는데 노예만들일있냐,1756,21
20170101,20170101,낳고 키워봐야 노예,501,11
20170101,20170101,저출산 무조건 나쁘다고만 할 수 있나? 인구도 좀 줄이고 노령화 사회에 맞춰 살면 되지않나? 자꾸만 성장 일변도로만 생각하니까 그런거 같은데 관점을 바꿀 필요가 있음,1110,39
20170101,20170101,여기도 나와 있네 최저시급 6470원 저임금에 장시간 일하는 노예가 줄어드니 걱정이다라고,348,5
20170101,20170101,대한민국 국가면적당 인구수가 너무 많다. 현재보다 인구수가 더 줄어야 살기 좋은 나라된다. 일자리는 부족한데 인구가 늘어나면 남는 건 경쟁뿐이다. 출산 장려하는 건 기득권층들이 자기들 부와 권력유지에 이용하기 위한 노예들을 더 생산하라는 걸 듣기좋게 돌려말하는 거다. 지금 젊은층들이 결혼포기하는 게 잘한 선택이라고 본다.,614,12
20170101,20170101,나 혼자 살아가기도 너무 힘들다 결혼은 ㄷㄷ,467,6
20170101,20170101,외노자 추가로 30만 더 데려오면   다 해결된다는것이  지배층의 생각임,1243,18
20170101,20170101,결혼하지 말고 애도 낳지 말자 이런 쓰레기같은 나라는 이렇게 역사에서 조용히 퇴장시키자 평화롭게,329,15
20170101,20170101,지랄떨지마라  양질의  일자린  어느때나  모자란다   비정규직    제도  없애라,1970,11
20170101,20170101,짐승도 살기 힘들면 애 안낳는다 지금 미쳤다고 결혼하냐,1689,20
20170101,20170101,미친년,1221,25
20170101,20170101,"참으로 뻔뻔하고,후안무치한 년이다. 저런게 4년동안 대한민국을 쥐락 펴락 했다니 당장 벼락 쳐맞아 뒈질년이가...캬악퉤퉤퉷",360,10
20170101,20170101,추하다. 끝까지 추하다.,187,7
20170101,20170101,이 여인네가 닭인가 !!,871,23
20170101,20170101,뻔뻔한 박근혜양 탄핵은 기본 구속수사가 정답.,175,7
20170101,20170101,참 한심하네  필요할때  증인출석은 방해하더마는  정신을 못차리고  정신나간사람들이나 하는 짓거리나하고 자빠졌네,322,13
20170101,20170101,무뇌아인지 정신병자인지 암튼 가관이다 가관!,346,11
20170101,20170101,순시리스럽네~~,278,12
20170101,20170101,대통령이라는 년이 자신을 경호하는 경호원들을 욕되게 하는군....,1031,23
20170101,20170101,정세균 의장 청문회 증인 강제구인법 직권상정 하셨음? 언제까지 저런 인간들 비겁한 쨉 날리는거 구경만 하게 놔둘거임? 당장 강제구인해서 청문회를 통해 국민들 앞에서 민낯을 드러내게 만들어주시오.,3239,90
20170101,20170101,이구이구,640,20
20170101,20170101,잔머리좀 그만굴려라.,168,7
20170101,20170101,저긴 해가 지나도 병신년이구나.,367,13
20170101,20170101,에휴.... 저 미친년을 어케야하나...?,116,5
20170101,20170101,낄끼빠빠,2248,77
20170101,20170101,입을 열면  거짓말  모름쇠,1128,25
20170101,20170101,"정말 신년벽두부터 사람 빡돌게 만든다 저년. 주말에 좀 쉬자? 언제까지 국민들 혈압올릴거냐? 그런다고 안믿는다. 하도 거짓말을 해싸서! 너무나도  해처먹었더군? 특검수사 보니까. 와.. 어떻게 5년도 안돼서 나라를 이렇게 초스피드로 말아먹을수 있는지 연구대상이다 연구대상. 나라를 이리만들어 놓고도 저리 뻔뻔할수 있나? 헌재서 신속히 탄핵인용되서 끌어내자. 탄핵되도 절대 지발론 안내려 올테니 인용되는 그날, 시위대가 몰려가서 끌어 내자!",172,7
20170101,20170101,국민여러분 그냥 웃읍시다 ㅎㅎㅎㅎㅎㅎㅎ 다들혈밥조심하시고요,291,11
20170101,20170101,저게 기자회견이냐 변명할라고 머리쓰고 자빠졌네,3900,101
20170101,20170101,어이가 없다.   미친 개만도 못한 인간아.,336,13
20170101,20170101,전국민 심장병 걸리기전에 그네 좀 치워주세요 제발,4579,63
20170101,20170101,정신병원으로,4990,75
20170101,20170101,꼬끼오  날샜다,313,7
20170101,20170101,국민도  이제 당신을 모르쇠,1396,22
20170101,20170101,"보면 볼수록, 알면 알수록, 해괴망측한년,",146,7
20170101,20170101,숨쉬는것도 구라치네  진심이없는 귀태녀,1335,19
20170101,20170101,지가 무슨죄를 지었는지도  모르는 칠푼이,179,7
20170101,20170101,말장난 그만합시다!,1170,21
20170101,20170101,그냥 사기꾼이 변명하려고 바쁜 사람들 붙들고 헛소리를 한거네.,397,9
20170101,20170101,추해요....고만하세요...얼굴색 하나안변하고 말하는거보니 드라마를 넘 마니 보셨군요.. .,449,10
20170101,20170101,쎀어빠진 여자,145,7
20170101,20170101,모르쇠 전략 쓰고 있는 것 아닌데...ㅜㅜ,279,9
20170101,20170101,뻔뻔한   모습에  또한번   놀랍다....,1058,17
20170101,20170101,치매증세 보인다 길라임,1109,18
20170101,20170101,지금 뉴스에서 닥대가리 하는말... 완전히 역은겁니다. 진짜  구역질난다!!!!,161,6
20170101,20170101,변명만 할겁니까? 으이구 속이야. 헌제에서 빨리 결정하세요. 저 얼굴 좀 않보게...,417,10
20170101,20170101,사람이  아닙니다,166,7
20170101,20170101,그렇게  떳떳하면   청와대Cctv자료와 경호실 기록등   모든 자료   낱낱이 특검에 제출 바랍니다.,468,8
20170101,20170101,전략이 아니라...  바끄네 헬망구는 진짜 아무것도 모른닭~ㅋ  완전체 뇌순녀 무뇌아닭~,350,8
20170101,20170101,기레기가 결론부터 내리고 보는구나 요상한 나라다,867,32
20170101,20170101,새해 첫날부터 국민을 화나게 하는  ~~~~. 아직도 손으로 하늘을 가린다!!,181,3
20170101,20170101,미친거아니야?,1126,35
20170101,20170101,할일다한게 구명조끼드립치냐 ㅉㅉ,560,15
20170101,20170101,피노키오 코를 가진 박범죄자,740,25
20170101,20170101,저기 늘어선 기레기들은 뭐하나요?,324,12
20170101,20170101,그러니까 기자들 앞에서 얘기하지 말고 청문회 나와서 얘기하든지 검사님한테 가서 해명하세요.,379,10
20170101,20170101,기레기들은 질문도 하지 않았나?,366,13
20170101,20170101,"오늘 그대는 거짓말의 방점을 찍었다. 전국민을 기만한 것이다. 스스로의 덫을 지뢰밭처럼 깔아 돌이킬수없게 만들었구나.  헌재 특검 법원에서‥오늘 자행한 거짓말 행적과 진실이, 건건마다 충돌하게 되어있다. 고로, 오늘기자회견으로써 범죄구성을 스스로 완성 시킨것이다.  거미줄처럼얽힌 수많은 건들에서ᆢ 많은 범죄인 부역자들의 진술 및, 각사건마다의 증거 증인 정황들과, 오늘 거짓말이 어찌 온전히 부합 가능하겠는가?  참으로 어리석은 철면피 여인이여! 그대는 일관되지못한 거짓말과,그간의 모로쇠침묵이 모순되어얽혀ᆢ자승자박 부메랑녀 되었구나.",3365,118
20170101,20170101,진짜 전재산 몰수당하고 딸랑이들 다 떨어져나가고 국립호텔에 쳐박히기 전까지는 절대 정신못차린다.,951,29
20170101,20170101,300명이 죽었는데.  내 할 일 다 했다.. 하..,1378,38
20170101,20170101,대통령때려쳐라무슨대통령이저러냐저게대통령이야때려쳐라,327,14
20170101,20170101,"직무정지 중인데, 부른다고 가는 기러기들은 뭐냐?",447,12
20170101,20170101,ㅅㅂㄴ,770,23
20170101,20170101,저손에 곧 수갑이 체워지겠지!,2668,95
20170101,20170101,어제도  뽕쳐 맞았냐,315,12
20170101,20170101,기자들과 자리에 앉아서 이야기 하는 것도 아니고 잠시 잠깐 니이야기만 할려고 서서 하냐? 니가 아무리 거짓말을 해도 특검에서 모든걸 밝혀 줄거다. 니가 거짓말을 하는지 아니면 국민이 병신인지.,340,12
20170101,20170101,주딩이를 확 찟어버리고싶다,981,28
20170101,20170101,ㅋㅋㅋㅋ 너도 니 말을 못 믿겠지???,856,21
20170101,20170101,할 일 다했다고 생각하는 이 수준이 국민을 까무라치게 한다.,249,5
20170101,20170101,멍청한 닭이 뻔뻔하기까지? 정초부터 열불나게 하네.,408,14
20170101,20161231,역대 최악이지,1507,21
20170101,20161231,한 것은 박근혜 딸랑이 노릇. 국내 실정에 제대로 대처하지못할 것.,411,10
20170101,20161231,"반기문마저 대통에 오른다면 지금껏 꺼지지 않는 촛불은, 그와 직접적인 관련이 없었더라도 의미가 퇴색하는 것이다. 역대 최악의 무능한 세계대통령이라고 이미 검증이 된 인간이 이 나라의 대선주자로 높은 지지율이라니.. 또다시 개 돼지 취급받는 국민으로 살아갈 것인가?",441,10
20170101,20161231,0점,5353,95
20170101,20161231,낙제 유엔대표로다. 국제 인권에는 외면하고 미국의 애완견 역만 했다. 다시는 이런 자를 옹립 말자(  박근혜 학습).,467,12
20170101,20161231,"""반기문씨는 진작 유엔 사무총장으로서 세계 평화를 위해 한 몸을 불사를 기회를 다 버리고 이제와서...""  -배우 김의성-",481,6
20170101,20161231,기득권에 안주하고 지키기에 급급한 전형적인 한국 공무원. 충청도 노인정 협회회장이나 하시면 적격,474,11
20170101,20161231,빵점도  아니고 마이너스,462,10
20170101,20161231,기본상식을모른사람은대통령자격이 없다..,191,1
20170101,20161231,역대최악,186,1
20170101,20161231,유엔을 무의미한 존재로 전락시킨...한국민들 위상을추락 시킨 반기문이 대한민국 대통령 후보란다.닭에이어 더이상 쪽팔리지는 말자,201,3
20170101,20161231,최악의 대통령 박근혜 최악의 un사무총장 반기문 최악의 당 새누리당,384,6
20170101,20161231,반기문이한거는 전쟁은안막고 난민만만든거지,5784,98
20170101,20161231,저런사람이 대통령되면 한국은 망하는거임,244,1
20170101,20161231,조용히 은퇴하고 사시는게 그나마 명예를 지키는 길  어차피 대선패배로 스스로 먹칠을 하게 될 것.,926,16
20170101,20161231,쥐 →닭 →장어이러면   조선땅은 사람살만한곳이 못됀다!,529,11
20170101,20161231,기름장어라 이름 붙여준 사람 정말 대단하다.새해 복 마니 받으세요,1461,18
20170101,20161231,10년동안 위안부 할머니들을 위해 한마디도 하지 않았던 자! 이 정도면 뻔한 인간 아닌가요??,226,1
20170101,20161231,이국의 푸들이  반장어,1191,17
20170101,20161231,뻔뻔한게 그네수준이다,1604,25
20170101,20170101,5% 지지자들한테 보내는 메세지일 뿐이야.,1718,16
20170101,20170101,탄핵중에 그러니까 직무정지중에 이딴일을 벌여도  되는겁니까?ㅠㅜ,448,9
20170101,20170101,유사이래 기득권들은 국민이 강제로 끌어내리기 전에는 절대 내려오지 않았다. 반드시 처단해야 한다. 부역자들 포함,1590,14
20170101,20170101,그냥 입 다물고 있지. 저것도 변명이라고... 박근혜를 구속하라!,541,9
20170101,20170101,친일파들이 보여준 뻔뻔함을 생생하게 보게 될줄이야!,261,7
20170101,20170101,저거 진짜 상또라이네...,293,7
20170101,20170101,새해 첫날부터 기자간담회 내용을 보니 내 심장이  두근거린다 후안무치에 유구무언이다 여태껏 본적이 없는 캐린터!  내 나라를 이런 정신병자인 인간들이 좌지우지 해왔다는 사실이 더 서글프다. 새해첫날 평온한 내마음을   두근거리게 하는 아주 더러운  쓰레기같은 박근혜,11068,121
20170101,20170101,도끼로 이마까라상!,1286,18
20170101,20170101,"오늘 기자회견의 목표는, 아래 세가지를 노린 것임.  박사모의 대동단결 대구경북 노인들의 동정심 유발 지지율 4%를 5%로 끌어 올리기",2296,22
20170101,20170101,"아직  ""짐이 곧 국가요."" 이렇게 생각 하거나  아님  아직  자기가 공주나 여왕인 줄 아는 가보네",2012,14
20170101,20170101,첫날부터  짜증나게 왜 지롤일까.. 병신년에  불쌍한 닭들은 조류독감에  생매장되는데  쓸데없는 폐닭도 같이 묻어주지 않고 뭐하노.. 새해 첫날부터 자기변론하려고 기자들 모여놓고 지롤이냐..밥도 먹고 주사도 맞았냐?,1795,15
20170101,20170101,朴은 탄핵당해 직무정지중인 대통령의 역할을 제대로 인식하지 못하고 있다. 비서실장 대동하고 관저가 아닌 청와대 내에서 신년기자간담회를 하는것은 대통령으로서 직무수행이라고 생각한다.  대통령은 탄핵중에 '신년기자간담회'라는 직무를 수행하는 불법행위를 한 것이다. 당장 헌재는 朴을 탄핵인용해야한다.,640,11
20170101,20170101,와~~~~악마를 보앗다~~최강울트라뽕악마,1971,15
20170101,20170101,미친년 생쑈를 했네~,564,9
20170101,20170101,이런개같은  경우가 어디냐 그네저년이 문제지,479,9
20170101,20170101,하 진짜 해도해도 너무하네 국민을 얼마나 뭣으로보면 .....,296,8
20170101,20170101,당연하지,349,18
20170101,20170101,확실히  미     췬년,526,9
20170101,20170101,새해 첫날부터 이 재수없는 년때문에 기분잡쳤다 어쩜 이런 뻔뻔한 년이 다있나 사악한 년,599,10
20170101,20170101,정초엔 신선한 소식을 기대했거늘~~ㅠ,7137,76
20170101,20170101,첨부터 깜은 아녔다,140,22
20170101,20170101,안철수씨    !!!    당신은   사기꾼  박지원에  속은겁니다   지금이라도  늦지 않으니  박지원과  국민당  결별하고   마지막     같은   야권인    문재인  도우세요    !!! 그길만이  국민에게  존재감과   진정성을  알리는  길입니다  !!! 늦지 않습니다,748,119
